"","t","doEcdf","rfeVars","resample","model","vars","acc","kappa"
"700",2,FALSE,FALSE,5,"C2",49,0.27027027027027,0.089334548769371
"701",1,TRUE,TRUE,6,"C2",11,0.652173913043478,0.255060728744939
"702",2,TRUE,TRUE,6,"C2",21,0.297297297297297,0.122262773722628
"703",1,FALSE,TRUE,6,"C2",11,0.652173913043478,0.255060728744939
"704",2,FALSE,TRUE,6,"C2",21,0.297297297297297,0.122262773722628
"705",1,TRUE,FALSE,6,"C2",49,0.630434782608696,0.234833659491194
"706",2,TRUE,FALSE,6,"C2",49,0.297297297297297,0.0614634146341463
"707",1,FALSE,FALSE,6,"C2",49,0.630434782608696,0.234833659491194
"708",2,FALSE,FALSE,6,"C2",49,0.297297297297297,0.0614634146341463
"709",1,TRUE,TRUE,7,"C2",11,0.260869565217391,0.0679380214541121
"710",2,TRUE,TRUE,7,"C2",21,0.486486486486487,-0.141233766233766
"711",1,FALSE,TRUE,7,"C2",11,0.260869565217391,0.0679380214541121
"712",2,FALSE,TRUE,7,"C2",21,0.486486486486487,-0.141233766233766
"713",1,TRUE,FALSE,7,"C2",49,0.304347826086957,0.102439024390244
"714",2,TRUE,FALSE,7,"C2",49,0.486486486486487,-0.135702746365105
"715",1,FALSE,FALSE,7,"C2",49,0.304347826086957,0.102439024390244
"716",2,FALSE,FALSE,7,"C2",49,0.486486486486487,-0.135702746365105
"717",1,TRUE,TRUE,8,"C2",11,0.673913043478261,0.437194127243067
"718",2,TRUE,TRUE,8,"C2",21,0.216216216216216,0.0350719424460431
"719",1,FALSE,TRUE,8,"C2",11,0.673913043478261,0.437194127243067
"720",2,FALSE,TRUE,8,"C2",21,0.216216216216216,0.0350719424460431
"721",1,TRUE,FALSE,8,"C2",49,0.58695652173913,0.0672358591248668
"722",2,TRUE,FALSE,8,"C2",49,0.189189189189189,0.0168290522586359
"723",1,FALSE,FALSE,8,"C2",49,0.58695652173913,0.0672358591248668
"724",2,FALSE,FALSE,8,"C2",49,0.189189189189189,0.0168290522586359
"725",1,TRUE,TRUE,9,"C2",11,0.565217391304348,0
"726",2,TRUE,TRUE,9,"C2",21,0.621621621621622,0.0880281690140844
"727",1,FALSE,TRUE,9,"C2",11,0.565217391304348,0
"728",2,FALSE,TRUE,9,"C2",21,0.621621621621622,0.0880281690140844
"729",1,TRUE,FALSE,9,"C2",49,0.565217391304348,0
"730",2,TRUE,FALSE,9,"C2",49,0.621621621621622,0.0880281690140844
"731",1,FALSE,FALSE,9,"C2",49,0.565217391304348,0
"732",2,FALSE,FALSE,9,"C2",49,0.621621621621622,0.0880281690140844
"733",1,TRUE,TRUE,10,"C2",11,0.543478260869565,0.357712765957447
"734",2,TRUE,TRUE,10,"C2",21,0.324324324324324,0.0777666999002991
"735",1,FALSE,TRUE,10,"C2",11,0.543478260869565,0.357712765957447
"736",2,FALSE,TRUE,10,"C2",21,0.324324324324324,0.0777666999002991
"737",1,TRUE,FALSE,10,"C2",49,0.630434782608696,0.241513094083414
"738",2,TRUE,FALSE,10,"C2",49,0.324324324324324,0.106280193236715
"739",1,FALSE,FALSE,10,"C2",49,0.630434782608696,0.241513094083414
"740",2,FALSE,FALSE,10,"C2",49,0.324324324324324,0.106280193236715
"741",1,TRUE,TRUE,11,"C2",11,0.195652173913043,0
"742",2,TRUE,TRUE,11,"C2",21,0.567567567567568,-0.00851788756388438
"743",1,FALSE,TRUE,11,"C2",11,0.195652173913043,0
"744",2,FALSE,TRUE,11,"C2",21,0.567567567567568,-0.00851788756388438
"745",1,TRUE,FALSE,11,"C2",49,0.434782608695652,0.0993975903614458
"746",2,TRUE,FALSE,11,"C2",49,0.567567567567568,-0.00851788756388438
"747",1,FALSE,FALSE,11,"C2",49,0.434782608695652,0.0993975903614458
"748",2,FALSE,FALSE,11,"C2",49,0.567567567567568,-0.00851788756388438
"749",1,TRUE,TRUE,12,"C2",11,0.41304347826087,0.219849246231156
"750",2,TRUE,TRUE,12,"C2",21,0.243243243243243,0.0607434270172257
"751",1,FALSE,TRUE,12,"C2",11,0.41304347826087,0.219849246231156
"752",2,FALSE,TRUE,12,"C2",21,0.243243243243243,0.0607434270172257
"753",1,TRUE,FALSE,12,"C2",49,0.673913043478261,0.356943150046598
"754",2,TRUE,FALSE,12,"C2",49,0.243243243243243,0.0658250676284941
"755",1,FALSE,FALSE,12,"C2",49,0.673913043478261,0.356943150046598
"756",2,FALSE,FALSE,12,"C2",49,0.243243243243243,0.0658250676284941
"757",1,TRUE,TRUE,13,"C2",11,0.652173913043478,0.255060728744939
"758",2,TRUE,TRUE,13,"C2",21,0.594594594594595,0.192139737991266
"759",1,FALSE,TRUE,13,"C2",11,0.652173913043478,0.255060728744939
"760",2,FALSE,TRUE,13,"C2",21,0.594594594594595,0.192139737991266
"761",1,TRUE,FALSE,13,"C2",49,0.565217391304348,0.089108910891089
"762",2,TRUE,FALSE,13,"C2",49,0.540540540540541,0.125173852573018
"763",1,FALSE,FALSE,13,"C2",49,0.565217391304348,0.089108910891089
"764",2,FALSE,FALSE,13,"C2",49,0.540540540540541,0.125173852573018
"765",1,TRUE,TRUE,14,"C2",11,0.326086956521739,0.144571085782843
"766",2,TRUE,TRUE,14,"C2",21,0.162162162162162,0
"767",1,FALSE,TRUE,14,"C2",11,0.326086956521739,0.144571085782843
"768",2,FALSE,TRUE,14,"C2",21,0.162162162162162,0
"769",1,TRUE,FALSE,14,"C2",49,0.456521739130435,0.231283422459893
"770",2,TRUE,FALSE,14,"C2",49,0.189189189189189,0.0185676392572944
"771",1,FALSE,FALSE,14,"C2",49,0.456521739130435,0.231283422459893
"772",2,FALSE,FALSE,14,"C2",49,0.189189189189189,0.0185676392572944
"773",1,TRUE,TRUE,15,"C2",11,0.673913043478261,0.386120996441281
"774",2,TRUE,TRUE,15,"C2",21,0.27027027027027,0.00398803589232304
"775",1,FALSE,TRUE,15,"C2",11,0.673913043478261,0.386120996441281
"776",2,FALSE,TRUE,15,"C2",21,0.27027027027027,0.00398803589232304
"777",1,TRUE,FALSE,15,"C2",49,0.565217391304348,0
"778",2,TRUE,FALSE,15,"C2",49,0.405405405405405,0.0864197530864197
"779",1,FALSE,FALSE,15,"C2",49,0.565217391304348,0
"780",2,FALSE,FALSE,15,"C2",49,0.405405405405405,0.0864197530864197
